entity_id,timestamp,latitude,longitude
E-b0f8,2025-05-07T12:31:09.986Z,37.728370,-122.452346
E-0693,2025-05-07T11:32:35.011Z,37.743069,-122.433722
E-4360,2025-05-07T07:58:36.031Z,37.764102,-122.435601
E-0b42,2025-05-07T00:01:43.560Z,37.724176,-122.457038
E-831e,2025-05-06T23:21:58.031Z,37.819664,-122.484059
E-1b9a,2025-05-06T21:26:02.208Z,37.792562,-122.489634
E-7e07,2025-05-07T06:29:03.345Z,37.721042,-122.402882
E-9203,2025-05-07T06:32:53.012Z,37.811812,-122.489861
E-31ba,2025-05-07T12:50:35.069Z,37.714644,-122.431903
E-47e3,2025-05-07T14:37:26.277Z,37.770473,-122.527645
E-b3e7,2025-05-07T20:02:33.357Z,37.703842,-122.419400
E-19d4,2025-05-06T23:31:55.234Z,37.809602,-122.459889
E-38c3,2025-05-07T15:43:29.008Z,37.754092,-122.496200
E-de4e,2025-05-07T09:37:00.234Z,37.780876,-122.355624
E-474c,2025-05-07T07:09:47.196Z,37.821074,-122.369776
E-1413,2025-05-07T13:23:47.880Z,37.716421,-122.424569
E-2dec,2025-05-07T08:35:14.010Z,37.801247,-122.514901
E-d7be,2025-05-07T03:02:50.886Z,37.796534,-122.381431
E-4d65,2025-05-07T11:49:32.471Z,37.767133,-122.421746
E-a2c4,2025-05-06T22:27:29.499Z,37.765383,-122.482022
E-3d89,2025-05-07T16:34:50.019Z,37.706013,-122.464838
E-6b58,2025-05-07T01:16:43.143Z,37.773294,-122.491700
E-f41b,2025-05-07T12:08:10.806Z,37.785988,-122.481415
E-aab9,2025-05-07T14:16:47.151Z,37.745483,-122.361524
E-4898,2025-05-07T00:07:38.052Z,37.795072,-122.373780
E-5036,2025-05-07T15:25:33.791Z,37.788296,-122.479079
E-67c4,2025-05-07T14:26:52.193Z,37.742719,-122.360046
E-24dc,2025-05-07T16:51:11.915Z,37.784047,-122.415203
E-5252,2025-05-07T01:17:09.099Z,37.713716,-122.480545
E-ce1a,2025-05-07T00:03:24.798Z,37.714255,-122.371240
E-52cc,2025-05-07T02:54:41.622Z,37.762080,-122.405221
E-6f60,2025-05-07T12:54:07.271Z,37.794007,-122.405781
E-c5e4,2025-05-07T19:38:15.206Z,37.785586,-122.366284
E-09aa,2025-05-07T01:53:12.549Z,37.705257,-122.415726
E-6f49,2025-05-07T18:31:29.266Z,37.796386,-122.418417
E-93a5,2025-05-07T20:21:50.328Z,37.705808,-122.476364
E-4b0e,2025-05-07T06:03:33.573Z,37.769912,-122.526257
E-6636,2025-05-07T00:22:50.732Z,37.818416,-122.473954
E-c1e0,2025-05-07T07:25:40.058Z,37.774607,-122.427924
E-4ae5,2025-05-07T01:04:19.156Z,37.763990,-122.495945
E-d20f,2025-05-07T01:04:58.907Z,37.709582,-122.454817
E-d25b,2025-05-07T20:06:15.365Z,37.799415,-122.486613
E-413a,2025-05-07T02:04:02.696Z,37.749999,-122.526283
E-d706,2025-05-07T14:02:32.125Z,37.724506,-122.502178
E-1895,2025-05-07T04:47:14.699Z,37.768512,-122.435964
E-62ab,2025-05-07T20:36:56.227Z,37.768622,-122.491781
E-b9b5,2025-05-07T07:14:44.788Z,37.715499,-122.434833
E-ca4e,2025-05-07T13:58:53.839Z,37.725777,-122.452396
E-d2a9,2025-05-07T09:26:45.844Z,37.705594,-122.353040
E-8df7,2025-05-07T09:17:21.573Z,37.729655,-122.378178
E-ae18,2025-05-07T06:50:32.022Z,37.779074,-122.422351
E-8460,2025-05-07T20:00:26.983Z,37.750378,-122.421059
E-039f,2025-05-07T20:19:20.030Z,37.794987,-122.505709
E-5a6c,2025-05-07T05:30:38.989Z,37.726519,-122.510693
E-3228,2025-05-07T12:34:28.347Z,37.707017,-122.492114
E-393b,2025-05-07T10:55:39.486Z,37.712947,-122.511134
E-b7e0,2025-05-07T05:29:47.515Z,37.740057,-122.404862
E-3ad4,2025-05-07T14:15:45.191Z,37.732780,-122.396378
E-7b85,2025-05-07T20:19:30.546Z,37.722618,-122.351848
E-c911,2025-05-07T18:18:11.078Z,37.820642,-122.509932
E-0bc9,2025-05-07T18:59:05.896Z,37.793848,-122.435091
E-b3fd,2025-05-07T02:38:45.086Z,37.823694,-122.394011
E-096f,2025-05-07T08:39:43.264Z,37.790438,-122.449038
E-63f5,2025-05-07T06:05:35.021Z,37.823043,-122.428107
E-967c,2025-05-06T23:42:59.611Z,37.737582,-122.361505
E-673d,2025-05-07T10:12:57.194Z,37.788222,-122.458187
E-f1c7,2025-05-07T11:56:19.848Z,37.745470,-122.382751
E-436c,2025-05-07T17:31:46.881Z,37.723481,-122.373298
E-9abb,2025-05-07T16:06:25.521Z,37.757806,-122.508826
E-79b0,2025-05-07T05:54:45.363Z,37.821360,-122.396448
E-4849,2025-05-07T15:59:55.926Z,37.732892,-122.388812
E-41a5,2025-05-07T07:26:28.174Z,37.786584,-122.417037
E-34e5,2025-05-07T03:55:29.652Z,37.821813,-122.393210
E-010f,2025-05-07T19:16:44.180Z,37.749628,-122.427750
E-2fc6,2025-05-07T17:46:15.462Z,37.701821,-122.509956
E-bcd0,2025-05-06T23:00:45.648Z,37.701973,-122.491650
E-1208,2025-05-07T18:09:37.859Z,37.700696,-122.382026
E-d934,2025-05-07T03:06:51.055Z,37.827483,-122.507867
E-180a,2025-05-07T02:59:51.257Z,37.775895,-122.502264
E-f764,2025-05-07T02:59:31.802Z,37.703471,-122.439293
E-db75,2025-05-07T08:07:30.518Z,37.745354,-122.404984
E-7298,2025-05-07T01:08:48.568Z,37.800167,-122.424757
E-149d,2025-05-07T13:14:48.097Z,37.814757,-122.529599
E-c337,2025-05-07T10:03:55.887Z,37.710467,-122.522569
E-bb2a,2025-05-07T15:21:33.118Z,37.829666,-122.505959
E-2cec,2025-05-07T18:55:21.408Z,37.774449,-122.490873
E-1174,2025-05-07T01:15:25.059Z,37.797626,-122.356095
E-2345,2025-05-07T17:40:31.953Z,37.808730,-122.489072
E-ccd3,2025-05-07T21:23:49.949Z,37.823336,-122.407997
E-4a46,2025-05-07T11:05:25.197Z,37.711982,-122.350903
E-51e9,2025-05-07T11:33:35.087Z,37.704991,-122.457526
E-d006,2025-05-07T12:06:45.034Z,37.720226,-122.442498
E-9513,2025-05-07T13:17:29.271Z,37.757495,-122.479558
E-9bb6,2025-05-07T17:33:33.756Z,37.794666,-122.524627
E-63a7,2025-05-07T00:28:49.425Z,37.758948,-122.419987
E-e312,2025-05-07T18:53:04.636Z,37.720417,-122.449623
E-e773,2025-05-07T20:46:33.822Z,37.750096,-122.350901
E-c359,2025-05-07T09:06:46.337Z,37.763503,-122.353940
E-cce2,2025-05-07T08:58:29.685Z,37.717220,-122.471069
E-1d4a,2025-05-07T00:48:00.966Z,37.825680,-122.423520
E-126b,2025-05-07T13:23:11.176Z,37.741160,-122.494677
E-b870,2025-05-07T15:50:12.006Z,37.797310,-122.392796
E-f239,2025-05-06T23:21:26.471Z,37.824048,-122.420191
E-31d8,2025-05-07T11:10:44.926Z,37.805410,-122.514531
E-4a87,2025-05-07T13:44:01.481Z,37.818852,-122.404077
E-c48a,2025-05-07T09:40:52.596Z,37.754033,-122.500877
E-d1fc,2025-05-06T23:32:18.380Z,37.720906,-122.498440
E-05cf,2025-05-07T18:56:51.202Z,37.824398,-122.447140
E-5143,2025-05-07T00:59:26.469Z,37.728150,-122.410176
E-2776,2025-05-07T02:25:05.338Z,37.777579,-122.384494
E-c559,2025-05-07T00:11:59.827Z,37.749469,-122.495719
E-68eb,2025-05-07T01:34:40.376Z,37.786947,-122.430041
E-19be,2025-05-07T17:52:56.366Z,37.768027,-122.512478
E-6bd1,2025-05-06T22:37:47.268Z,37.816940,-122.390807
E-ab1f,2025-05-07T13:25:54.168Z,37.743415,-122.403314
E-4ddc,2025-05-07T09:16:17.911Z,37.750944,-122.496740
E-6310,2025-05-07T02:13:04.524Z,37.704367,-122.392318
E-2c50,2025-05-07T07:29:54.301Z,37.720916,-122.437248
E-9d73,2025-05-07T11:19:01.529Z,37.783007,-122.529270
E-c38f,2025-05-07T09:15:38.618Z,37.771527,-122.389254
E-e294,2025-05-07T17:50:39.692Z,37.826149,-122.390467
E-b723,2025-05-07T08:19:52.254Z,37.824893,-122.400653
E-c139,2025-05-06T23:52:43.293Z,37.782571,-122.514675
E-9ef0,2025-05-07T08:16:40.039Z,37.764280,-122.403163
E-db22,2025-05-07T00:56:02.103Z,37.779712,-122.517046
E-fdd5,2025-05-07T20:25:14.153Z,37.763212,-122.408518
E-befc,2025-05-07T15:44:31.632Z,37.750271,-122.423709
E-8a82,2025-05-07T06:19:32.860Z,37.809413,-122.511499
E-7bdd,2025-05-07T13:00:40.641Z,37.721611,-122.420160
E-5715,2025-05-07T00:55:15.075Z,37.797018,-122.359222
E-c451,2025-05-07T02:24:40.706Z,37.778288,-122.470878
E-e3d1,2025-05-07T05:43:07.141Z,37.718926,-122.524836
E-8800,2025-05-07T14:47:07.928Z,37.816357,-122.495528
E-a904,2025-05-07T07:42:30.339Z,37.778870,-122.489860
E-56b7,2025-05-07T14:33:44.854Z,37.743217,-122.518183
E-97a2,2025-05-07T12:44:14.323Z,37.726482,-122.394465
E-aebb,2025-05-06T22:32:40.222Z,37.774437,-122.521234
E-8f0e,2025-05-07T13:24:17.539Z,37.704522,-122.440334
E-0145,2025-05-07T07:16:02.188Z,37.780688,-122.412363
E-8b6f,2025-05-07T04:55:58.315Z,37.817377,-122.507284
E-1441,2025-05-07T02:17:45.808Z,37.828286,-122.453087
E-afd4,2025-05-06T22:18:19.868Z,37.780984,-122.489827
E-4d9f,2025-05-07T19:48:05.707Z,37.827752,-122.371800
E-d842,2025-05-07T11:01:58.364Z,37.815949,-122.424111
E-3a6d,2025-05-07T08:50:13.224Z,37.742939,-122.366010
E-7a7e,2025-05-07T19:41:08.336Z,37.783053,-122.365915
E-eafc,2025-05-07T14:13:17.113Z,37.702984,-122.455618
E-ffd7,2025-05-07T18:07:51.818Z,37.754162,-122.353261
E-9627,2025-05-07T14:39:41.280Z,37.755278,-122.505923
E-e298,2025-05-07T14:44:43.351Z,37.707095,-122.469802
E-1281,2025-05-07T20:31:44.084Z,37.829624,-122.414443
E-a624,2025-05-07T11:46:10.959Z,37.755894,-122.435745
E-4494,2025-05-07T21:23:11.026Z,37.786794,-122.474738
E-d947,2025-05-07T08:30:07.849Z,37.802049,-122.470779
E-c269,2025-05-07T01:58:58.770Z,37.780930,-122.512042
E-ead2,2025-05-06T22:18:26.996Z,37.755141,-122.477903
E-04f7,2025-05-07T19:50:11.459Z,37.760568,-122.496251
E-c118,2025-05-07T16:23:37.181Z,37.808164,-122.457758
E-0482,2025-05-07T11:59:02.522Z,37.803762,-122.454835
E-fffb,2025-05-07T10:24:21.094Z,37.821618,-122.511061
E-b784,2025-05-07T05:16:19.516Z,37.772571,-122.408190
E-2d90,2025-05-07T19:27:49.552Z,37.739839,-122.468598
E-1ce8,2025-05-07T12:11:30.463Z,37.817333,-122.487331
E-bf13,2025-05-07T13:23:20.662Z,37.764393,-122.403411
E-b3de,2025-05-07T06:23:27.377Z,37.764678,-122.522130
E-9fa4,2025-05-07T07:14:52.138Z,37.813465,-122.443396
E-1aa1,2025-05-06T22:06:42.866Z,37.817397,-122.512115
E-4114,2025-05-07T10:12:05.600Z,37.706758,-122.442647
E-b152,2025-05-06T22:16:20.279Z,37.762881,-122.424413
E-d37a,2025-05-07T08:55:01.086Z,37.718110,-122.360599
E-88c7,2025-05-07T11:51:16.808Z,37.787307,-122.396808
E-ce42,2025-05-07T16:19:12.760Z,37.751497,-122.425104
E-a3d2,2025-05-07T11:51:04.751Z,37.733324,-122.495436
E-996f,2025-05-07T06:33:16.216Z,37.770760,-122.497091
E-cf66,2025-05-07T20:41:21.845Z,37.747893,-122.500272
E-a6ef,2025-05-07T17:55:22.280Z,37.747977,-122.384222
E-6bee,2025-05-07T15:48:31.832Z,37.819564,-122.430621
E-3f88,2025-05-07T12:29:03.781Z,37.724684,-122.441036
E-ad93,2025-05-07T09:24:26.509Z,37.808670,-122.514236
E-0f98,2025-05-06T21:26:26.454Z,37.745985,-122.391267
E-5a1a,2025-05-07T01:12:51.269Z,37.785511,-122.439844
E-1805,2025-05-07T20:10:10.146Z,37.829153,-122.383486
E-32f4,2025-05-07T02:37:05.325Z,37.725419,-122.453374
E-0848,2025-05-07T11:47:03.162Z,37.723122,-122.465549
E-c8b9,2025-05-07T19:33:04.493Z,37.708807,-122.377110
E-b576,2025-05-07T08:32:45.401Z,37.816032,-122.408255
E-e171,2025-05-07T13:37:49.577Z,37.701286,-122.454304
E-b997,2025-05-07T00:43:48.594Z,37.706239,-122.412953
E-32a6,2025-05-07T05:11:21.155Z,37.768795,-122.486031
E-267d,2025-05-07T09:37:37.243Z,37.822368,-122.453283
E-d2df,2025-05-07T02:07:51.899Z,37.783165,-122.390456
E-61be,2025-05-07T20:14:10.819Z,37.756755,-122.398659
E-90cf,2025-05-07T09:00:19.863Z,37.817337,-122.493045
E-347b,2025-05-07T09:56:49.125Z,37.717833,-122.384923
E-d48c,2025-05-07T04:08:59.920Z,37.826979,-122.492576
E-36c0,2025-05-07T06:14:28.157Z,37.764134,-122.507349
E-8b7b,2025-05-07T00:28:28.144Z,37.703030,-122.394289
E-4e9d,2025-05-07T07:55:45.574Z,37.779219,-122.502028
E-3dc5,2025-05-07T13:36:43.052Z,37.763245,-122.481874
E-9c93,2025-05-07T10:27:15.955Z,37.703300,-122.485723
E-e36f,2025-05-07T07:21:02.758Z,37.800452,-122.524735
E-53a7,2025-05-06T22:22:44.308Z,37.816697,-122.514860
E-2f63,2025-05-07T17:13:38.322Z,37.732990,-122.467596
E-0547,2025-05-07T03:02:30.176Z,37.713412,-122.453234
E-5548,2025-05-06T23:59:46.168Z,37.731787,-122.419289
E-88ce,2025-05-07T10:32:44.722Z,37.822534,-122.408142
E-d0c2,2025-05-07T02:57:21.811Z,37.741034,-122.401107
E-8db6,2025-05-07T07:22:37.199Z,37.723887,-122.494419
E-a2c3,2025-05-07T10:02:15.361Z,37.744507,-122.475528
E-2d1f,2025-05-07T16:42:11.552Z,37.743736,-122.504000
E-4260,2025-05-07T08:51:34.507Z,37.816163,-122.443176
E-2dcc,2025-05-07T15:58:08.409Z,37.734365,-122.396903
E-ea9b,2025-05-07T12:55:16.363Z,37.819255,-122.449139
E-18cb,2025-05-07T11:37:08.563Z,37.735575,-122.376105
E-4f9d,2025-05-07T19:20:38.405Z,37.761348,-122.494681
E-70a9,2025-05-07T17:31:43.536Z,37.773966,-122.446906
E-3fb9,2025-05-07T18:44:06.521Z,37.799094,-122.416182
E-ad9d,2025-05-07T16:24:32.603Z,37.730315,-122.516368
E-fa84,2025-05-07T09:25:27.078Z,37.754384,-122.389451
E-e502,2025-05-07T09:55:34.106Z,37.792691,-122.451499
E-df3d,2025-05-07T08:24:50.392Z,37.758188,-122.458583
E-e21e,2025-05-07T15:49:30.382Z,37.719484,-122.377108
E-903b,2025-05-07T05:30:51.911Z,37.777612,-122.355526
E-2f0c,2025-05-07T18:29:25.689Z,37.811279,-122.353080
E-ecbc,2025-05-06T22:30:42.534Z,37.742744,-122.528707
E-76c1,2025-05-07T19:35:31.573Z,37.705057,-122.496505
E-466d,2025-05-07T08:10:49.982Z,37.726777,-122.476814
E-d34a,2025-05-07T00:56:22.302Z,37.711850,-122.421197
E-d9c2,2025-05-07T03:14:35.550Z,37.803973,-122.505015
E-4d71,2025-05-07T03:26:26.267Z,37.716225,-122.529360
E-743d,2025-05-07T13:47:58.358Z,37.766536,-122.401357
E-13db,2025-05-06T21:36:05.781Z,37.788229,-122.371021
E-3e85,2025-05-07T16:52:17.787Z,37.739545,-122.392656
E-8094,2025-05-07T01:36:38.844Z,37.707052,-122.448168
E-ce53,2025-05-07T00:54:46.965Z,37.825580,-122.513885
E-e14c,2025-05-07T15:24:51.029Z,37.705950,-122.381637
E-1676,2025-05-07T17:25:20.710Z,37.773177,-122.425684
E-bb40,2025-05-07T12:40:20.689Z,37.803434,-122.486997
E-84d2,2025-05-06T22:29:57.759Z,37.819346,-122.520596
E-e18e,2025-05-07T03:29:40.461Z,37.827581,-122.475372
E-c52c,2025-05-07T10:24:44.008Z,37.819993,-122.514667
E-9ab2,2025-05-07T18:53:09.410Z,37.789147,-122.491051
E-dea7,2025-05-07T15:08:31.065Z,37.712567,-122.403881
E-a3b1,2025-05-07T21:16:06.962Z,37.756237,-122.372442
E-2b24,2025-05-07T00:40:03.976Z,37.734037,-122.447602
E-8200,2025-05-07T11:58:52.062Z,37.748662,-122.430079
E-f226,2025-05-07T13:17:51.085Z,37.793219,-122.507900
E-8792,2025-05-07T03:37:57.720Z,37.776405,-122.433509
E-6c2f,2025-05-07T08:38:53.181Z,37.733966,-122.399970
E-8b9c,2025-05-07T13:09:55.245Z,37.779213,-122.526771
E-34b1,2025-05-07T01:02:46.103Z,37.809031,-122.474761
E-bf8b,2025-05-07T00:36:15.407Z,37.738232,-122.378335
E-5503,2025-05-06T23:57:03.845Z,37.717273,-122.403156
E-1960,2025-05-07T10:21:38.640Z,37.737680,-122.486390
E-ccf8,2025-05-07T18:04:29.890Z,37.788279,-122.444739
E-579f,2025-05-06T22:17:42.448Z,37.803866,-122.510357
E-4514,2025-05-07T15:26:14.271Z,37.770916,-122.477182
E-4f93,2025-05-07T00:09:00.092Z,37.734578,-122.471839
E-39aa,2025-05-07T00:17:29.063Z,37.719018,-122.511255
E-88c4,2025-05-07T05:35:31.123Z,37.804116,-122.422360
E-dcf4,2025-05-07T17:17:17.850Z,37.719891,-122.491838
E-d544,2025-05-07T11:23:08.715Z,37.766174,-122.379485
E-faa4,2025-05-07T19:31:29.729Z,37.764641,-122.489118
E-47ec,2025-05-07T12:32:09.983Z,37.812052,-122.411216
E-4e1e,2025-05-07T16:01:52.455Z,37.826414,-122.402873
E-9fd4,2025-05-07T04:29:31.097Z,37.805752,-122.488852
E-1385,2025-05-07T12:39:47.303Z,37.724338,-122.352346
E-cce1,2025-05-07T21:16:39.996Z,37.777462,-122.374991
E-84a3,2025-05-07T05:14:52.558Z,37.795590,-122.501512
E-887b,2025-05-06T23:59:35.399Z,37.739501,-122.391897
E-9035,2025-05-07T01:20:09.183Z,37.725246,-122.420536
E-6316,2025-05-06T21:52:54.583Z,37.738316,-122.415090
E-3dbb,2025-05-07T08:09:25.612Z,37.801972,-122.403652
E-5fcc,2025-05-07T08:47:38.932Z,37.801550,-122.521183
E-cbe0,2025-05-07T08:01:02.537Z,37.803961,-122.403211
E-ee5e,2025-05-06T21:59:21.225Z,37.724403,-122.471849
E-68dc,2025-05-07T05:03:13.251Z,37.717059,-122.511441
E-6621,2025-05-07T08:52:07.010Z,37.752967,-122.393873
E-641d,2025-05-07T02:20:39.225Z,37.765263,-122.445303
E-f423,2025-05-07T00:16:21.535Z,37.711551,-122.491732
E-cfd5,2025-05-07T00:14:45.079Z,37.708595,-122.501573
E-ba98,2025-05-07T18:07:42.756Z,37.779912,-122.395604
E-31af,2025-05-07T07:21:17.851Z,37.710169,-122.491882
E-2f95,2025-05-07T14:13:46.770Z,37.739884,-122.440948
E-654e,2025-05-07T11:16:07.901Z,37.757972,-122.390554
E-f7a8,2025-05-07T04:40:23.769Z,37.737107,-122.449200
E-2ce4,2025-05-07T20:13:54.124Z,37.724284,-122.430227
E-c61e,2025-05-07T09:04:01.500Z,37.824185,-122.495671
E-9f55,2025-05-07T09:27:28.347Z,37.779867,-122.436941
E-913f,2025-05-07T19:13:48.611Z,37.713599,-122.356972
E-0076,2025-05-07T14:22:28.255Z,37.726234,-122.526987
E-4010,2025-05-07T13:54:11.208Z,37.785875,-122.432718
E-075f,2025-05-07T19:09:22.931Z,37.826696,-122.455646
E-70fd,2025-05-07T10:12:15.593Z,37.811024,-122.480526
E-1c71,2025-05-07T02:32:22.358Z,37.700948,-122.482248
E-30d9,2025-05-07T06:50:47.447Z,37.753145,-122.421820
E-0810,2025-05-07T03:37:57.577Z,37.779300,-122.378953
E-e3af,2025-05-07T03:44:58.321Z,37.785736,-122.380638
E-3d0b,2025-05-07T19:05:15.249Z,37.756675,-122.359580
E-4f5c,2025-05-07T21:07:49.304Z,37.724811,-122.470821
E-a83a,2025-05-07T15:30:11.604Z,37.769399,-122.465336
E-4959,2025-05-06T22:28:51.040Z,37.804540,-122.498826
E-c369,2025-05-07T02:12:52.166Z,37.802159,-122.527188
E-3219,2025-05-07T13:39:12.155Z,37.787670,-122.379616
E-e594,2025-05-07T13:50:40.433Z,37.769057,-122.408104
E-f2ac,2025-05-07T04:22:07.283Z,37.805959,-122.489208
E-80db,2025-05-07T15:35:36.365Z,37.718529,-122.434082
E-8420,2025-05-07T13:46:12.138Z,37.745311,-122.441565
E-01f6,2025-05-07T05:50:19.417Z,37.700340,-122.351250
E-0a65,2025-05-07T21:19:40.469Z,37.735812,-122.398588
E-c2a0,2025-05-07T02:27:38.402Z,37.740950,-122.366966
E-c1f3,2025-05-06T21:59:28.682Z,37.771867,-122.453186
E-ce53,2025-05-07T07:50:58.194Z,37.793056,-122.376622
E-48f7,2025-05-07T10:29:04.900Z,37.755462,-122.494534
E-493a,2025-05-06T23:12:20.048Z,37.796828,-122.450318
E-2df3,2025-05-07T14:03:27.564Z,37.745217,-122.372488
E-f0f8,2025-05-06T21:47:21.656Z,37.802236,-122.365441
E-c772,2025-05-07T12:33:38.950Z,37.774310,-122.497050
E-7041,2025-05-07T05:56:30.679Z,37.796193,-122.359774
E-f2bb,2025-05-07T08:01:01.913Z,37.748496,-122.496752
E-ff94,2025-05-07T10:31:29.295Z,37.756190,-122.504162
E-8553,2025-05-07T02:09:21.993Z,37.785791,-122.515988
E-ce4f,2025-05-07T07:51:34.579Z,37.730668,-122.476904
E-fefb,2025-05-07T02:45:59.818Z,37.813835,-122.441911
E-e53c,2025-05-07T12:34:36.078Z,37.756145,-122.511421
E-255d,2025-05-07T02:03:50.120Z,37.799433,-122.379521
E-4e8c,2025-05-07T19:18:51.271Z,37.782460,-122.505673
E-f155,2025-05-07T11:38:25.691Z,37.808669,-122.375700
E-0f24,2025-05-07T18:50:04.605Z,37.746774,-122.425641
E-3c15,2025-05-07T04:58:15.135Z,37.817526,-122.392689
E-8d52,2025-05-07T17:54:24.127Z,37.818400,-122.364017
E-b21f,2025-05-07T04:55:47.615Z,37.777616,-122.379746
E-7b24,2025-05-07T19:52:23.095Z,37.720919,-122.368088
E-f4da,2025-05-07T17:51:22.357Z,37.752842,-122.381850
E-554b,2025-05-07T16:23:42.295Z,37.807635,-122.400926
E-c875,2025-05-07T01:31:57.301Z,37.782537,-122.367186
E-a6bb,2025-05-06T23:40:10.302Z,37.793814,-122.420657
E-5ae5,2025-05-07T02:42:17.754Z,37.826028,-122.406154
E-bc82,2025-05-07T03:41:27.726Z,37.705923,-122.361398
E-bc9c,2025-05-06T22:14:26.479Z,37.821793,-122.452067
E-0c4b,2025-05-07T12:16:22.159Z,37.768709,-122.402988
E-26b7,2025-05-07T18:23:23.834Z,37.777460,-122.415031
E-a4c1,2025-05-07T05:34:11.989Z,37.700447,-122.416000
E-6ab8,2025-05-07T21:08:06.230Z,37.729115,-122.451552
E-4aa8,2025-05-07T07:35:53.688Z,37.827298,-122.459959
E-00f9,2025-05-07T14:39:26.754Z,37.797822,-122.386111
E-aa23,2025-05-07T12:36:38.704Z,37.764177,-122.501703
E-63ff,2025-05-07T18:49:05.615Z,37.767120,-122.509137
E-5d09,2025-05-06T22:02:22.356Z,37.757944,-122.428878
E-0f5c,2025-05-07T10:03:00.490Z,37.802064,-122.486642
E-9f26,2025-05-07T13:08:04.842Z,37.822218,-122.375334
E-4f0a,2025-05-06T21:35:33.732Z,37.828401,-122.485830
E-7166,2025-05-07T18:21:09.446Z,37.706704,-122.427220
E-5e8b,2025-05-07T14:18:48.704Z,37.722942,-122.477389
E-c3b5,2025-05-07T16:20:04.285Z,37.779636,-122.500972
E-6f73,2025-05-07T18:04:50.753Z,37.707465,-122.489602
E-434d,2025-05-07T11:38:16.843Z,37.727416,-122.401425
E-d8a6,2025-05-07T15:16:23.327Z,37.736656,-122.361137
E-63cf,2025-05-07T12:37:22.337Z,37.758379,-122.375453
E-3e9e,2025-05-06T22:17:10.890Z,37.740376,-122.407058
E-fb05,2025-05-07T09:26:43.958Z,37.710891,-122.471097
E-55fd,2025-05-07T00:14:50.734Z,37.763354,-122.353048
E-8ab0,2025-05-07T00:23:26.045Z,37.778030,-122.351468
E-51f4,2025-05-07T02:08:52.102Z,37.768764,-122.390962
E-dabf,2025-05-07T19:42:02.813Z,37.750884,-122.470192
E-2c72,2025-05-07T20:39:04.987Z,37.777333,-122.374226
E-6158,2025-05-07T07:44:50.780Z,37.749340,-122.370945
E-bf00,2025-05-07T01:43:48.569Z,37.738183,-122.432538
E-8b42,2025-05-07T12:27:37.685Z,37.709065,-122.501754
E-9c52,2025-05-07T19:24:41.313Z,37.798892,-122.402635
E-801e,2025-05-06T22:40:38.335Z,37.756240,-122.395231
E-037d,2025-05-07T00:48:38.851Z,37.781830,-122.526997
E-709e,2025-05-07T00:45:08.044Z,37.770870,-122.476914
E-c65f,2025-05-07T14:35:18.193Z,37.751246,-122.376227
E-49a6,2025-05-07T08:29:38.983Z,37.793021,-122.391161
E-a0f7,2025-05-07T15:25:25.273Z,37.793440,-122.520644
E-8fc7,2025-05-07T07:06:07.649Z,37.722637,-122.447353
E-45d8,2025-05-07T00:25:55.646Z,37.741609,-122.366924
E-b603,2025-05-07T11:17:20.258Z,37.785990,-122.517032
E-7cb7,2025-05-07T14:59:48.433Z,37.718164,-122.529048
E-2491,2025-05-07T14:46:31.423Z,37.815819,-122.357491
E-8562,2025-05-07T08:27:03.880Z,37.734573,-122.520567
E-200e,2025-05-07T11:59:48.728Z,37.787406,-122.375356
E-b962,2025-05-06T22:30:17.110Z,37.801520,-122.508495
E-6a74,2025-05-07T00:21:51.654Z,37.777943,-122.496696
E-d64a,2025-05-07T00:33:45.073Z,37.781267,-122.426872
E-17f3,2025-05-07T14:32:58.144Z,37.821396,-122.494514
E-f6e9,2025-05-07T03:05:51.910Z,37.797877,-122.436781
E-5937,2025-05-07T02:41:43.295Z,37.777187,-122.423463
E-05a6,2025-05-07T18:05:04.232Z,37.737506,-122.464028
E-5e42,2025-05-07T11:12:48.213Z,37.818578,-122.447720
E-3277,2025-05-06T22:29:49.734Z,37.791084,-122.455280
E-e49c,2025-05-07T19:24:33.053Z,37.728548,-122.500318
E-1d63,2025-05-07T03:29:01.641Z,37.823260,-122.473610
E-d32b,2025-05-07T07:13:12.280Z,37.722455,-122.429258
E-1c09,2025-05-07T09:12:21.235Z,37.729600,-122.406278
E-2c1d,2025-05-07T08:51:01.634Z,37.767929,-122.461376
E-bd26,2025-05-07T01:47:48.656Z,37.761263,-122.474949
E-4050,2025-05-07T05:34:04.166Z,37.819805,-122.522391
E-4074,2025-05-07T10:42:20.237Z,37.778129,-122.398119
E-a331,2025-05-07T17:31:43.203Z,37.820645,-122.529673
E-ba3d,2025-05-07T15:41:56.270Z,37.807404,-122.394788
E-f00c,2025-05-07T13:27:59.708Z,37.792336,-122.477623
E-62bb,2025-05-07T15:31:11.855Z,37.813933,-122.502909
E-f829,2025-05-07T16:54:49.351Z,37.789659,-122.440819
E-47ff,2025-05-07T05:09:07.285Z,37.741257,-122.452027
E-b6ce,2025-05-07T05:07:22.583Z,37.805446,-122.497245
E-8d9b,2025-05-07T18:19:08.730Z,37.782594,-122.442393
E-bf97,2025-05-07T02:51:18.327Z,37.811987,-122.361343
E-1fd6,2025-05-07T12:05:37.759Z,37.742604,-122.471436
E-3abf,2025-05-07T12:02:07.520Z,37.706750,-122.393867
E-d868,2025-05-07T16:31:56.799Z,37.704455,-122.428080
